review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_cleanlinessnan,review_scores_checkinnan,review_scores_communicationnan,review_scores_locationnan,review_scores_ratingnan
4.39,4.56,4.58,4.19,4.12,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,4.67,3.67,5.0,0,0,0,0,0
5.0,5.0,5.0,4.75,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.63,5.0,5.0,5.0,4.88,0,0,0,0,0
4.83,4.81,4.89,4.89,4.69,0,0,0,0,0
4.79,4.84,4.92,4.82,4.53,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.75,4.94,5.0,4.88,4.81,0,0,0,0,0
4.85,5.0,5.0,4.7,4.76,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.54,4.88,4.66,4.52,4.2,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.74,5.0,5.0,4.91,4.79,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,4.8,0,0,0,0,0
4.68,4.79,4.95,4.79,4.68,0,0,0,0,0
4.83,4.83,4.5,5.0,4.17,0,0,0,0,0
4.1,4.5,4.4,4.7,4.4,0,0,0,0,0
4.04,4.64,4.44,5.0,4.48,0,0,0,0,0
4.43,4.87,4.81,4.96,4.52,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.15,4.65,4.7,4.7,4.35,0,0,0,0,0
5.0,5.0,5.0,4.67,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.65,4.88,4.97,4.83,4.74,0,0,0,0,0
4.47,4.67,4.73,4.93,4.27,0,0,0,0,0
4.18,4.91,4.82,4.91,4.45,0,0,0,0,0
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
1.0,5.0,5.0,4.0,3.0,0,0,0,0,0
5.0,4.5,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.7,4.62,4.93,4.92,4.73,0,0,0,0,0
4.92,4.97,4.97,4.76,4.89,0,0,0,0,0
4.68,4.85,4.92,4.56,4.76,0,0,0,0,0
4.67,5.0,5.0,4.83,4.83,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.86,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.6,4.2,4.0,5.0,4.0,0,0,0,0,0
4.0,5.0,4.67,5.0,4.0,0,0,0,0,0
4.79,4.63,4.83,4.94,4.68,0,0,0,0,0
4.6,4.8,4.8,4.8,4.6,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,4.5,5.0,4.5,5.0,0,0,0,0,0
5.0,4.56,4.78,4.89,4.78,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.89,4.31,4.83,4.94,4.72,0,0,0,0,0
4.33,5.0,5.0,4.67,4.56,0,0,0,0,0
4.67,4.63,4.56,4.69,4.58,0,0,0,0,0
5.0,4.0,4.5,4.0,5.0,0,0,0,0,0
4.92,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,4.67,4.67,4.0,5.0,0,0,0,0,0
5.0,5.0,4.97,4.63,4.87,0,0,0,0,0
5.0,5.0,4.86,4.71,4.86,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
1.0,5.0,3.0,2.0,3.0,0,0,0,0,0
4.69,4.92,4.46,4.92,4.54,0,0,0,0,0
5.0,4.67,3.67,4.67,4.33,0,0,0,0,0
4.5,5.0,5.0,4.5,5.0,0,0,0,0,0
4.33,5.0,5.0,4.33,5.0,0,0,0,0,0
5.0,5.0,5.0,4.8,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.4,4.6,5.0,4.8,5.0,0,0,0,0,0
5.0,4.82,4.91,5.0,4.73,0,0,0,0,0
5.0,5.0,5.0,4.71,5.0,0,0,0,0,0
4.2,4.8,4.8,4.8,4.6,0,0,0,0,0
5.0,4.67,5.0,4.0,4.33,0,0,0,0,0
3.25,4.75,5.0,4.5,3.75,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
3.67,4.67,5.0,5.0,4.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.87,4.93,4.93,4.73,4.8,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.33,4.47,4.73,4.47,4.13,0,0,0,0,0
4.94,4.99,4.99,4.75,4.89,0,0,0,0,0
4.16,4.52,4.39,4.42,4.23,0,0,0,0,0
4.91,4.75,4.84,4.93,4.88,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.67,4.93,4.93,4.7,4.6,0,0,0,0,0
4.0,5.0,3.0,5.0,4.0,0,0,0,0,0
3.67,3.83,4.67,5.0,3.5,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
2.0,5.0,5.0,5.0,2.0,0,0,0,0,0
4.67,5.0,4.67,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0
4.75,4.56,4.63,4.69,4.44,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.5,5.0,5.0,4.5,5.0,0,0,0,0,0
4.97,4.92,4.87,4.97,4.77,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.25,5.0,5.0,5.0,4.75,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.75,4.94,4.88,4.75,4.69,0,0,0,0,0
4.33,5.0,4.56,4.78,4.22,0,0,0,0,0
4.89,4.95,5.0,4.79,4.95,0,0,0,0,0
4.74,4.71,4.71,4.45,4.36,0,0,0,0,0
5.0,4.91,4.91,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.5,4.5,4.5,4.0,5.0,0,0,0,0,0
5.0,4.67,4.67,4.0,4.33,0,0,0,0,0
4.5,4.75,4.75,4.25,4.75,0,0,0,0,0
4.83,5.0,4.83,4.67,4.67,0,0,0,0,0
4.83,5.0,4.94,4.67,4.72,0,0,0,0,0
4.83,4.93,4.95,4.65,4.85,0,0,0,0,0
5.0,5.0,5.0,4.92,5.0,0,0,0,0,0
4.48,4.93,4.78,4.41,4.56,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,4.2,4.6,0,0,0,0,0
4.52,4.84,4.74,4.39,4.65,0,0,0,0,0
4.62,4.89,4.85,4.56,4.55,0,0,0,0,0
4.67,4.82,4.91,4.65,4.58,0,0,0,0,0
4.64,4.92,4.89,4.62,4.56,0,0,0,0,0
3.91,3.64,4.45,4.64,4.09,0,0,0,0,0
4.38,4.4,4.55,4.71,4.19,0,0,0,0,0
4.67,4.33,5.0,5.0,4.33,0,0,0,0,0
4.5,3.0,4.5,4.0,4.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.5,4.83,5.0,4.33,4.33,0,0,0,0,0
4.94,4.94,4.97,4.81,4.88,0,0,0,0,0
5.0,4.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,4.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,4.67,4.33,4.33,0,0,0,0,0
5.0,4.0,5.0,3.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.0,5.0,5.0,5.0,4.0,0,0,0,0,0
3.0,5.0,2.0,5.0,4.0,0,0,0,0,0
4.83,4.7,4.79,4.9,4.83,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.81,4.95,5.0,4.81,4.76,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.89,4.78,4.89,4.56,4.78,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,4.5,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.64,4.91,4.91,5.0,4.64,0,0,0,0,0
4.79,4.99,5.0,4.85,4.9,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.63,4.74,4.74,4.51,4.63,0,0,0,0,0
4.75,4.94,4.94,4.75,4.75,0,0,0,0,0
4.71,4.95,4.87,4.2,4.42,0,0,0,0,0
4.73,4.82,5.0,4.73,4.55,0,0,0,0,0
4.54,4.93,4.86,4.57,4.46,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.88,4.92,4.98,5.0,4.9,0,0,0,0,0
4.04,4.62,4.82,4.6,4.27,0,0,0,0,0
4.67,5.0,4.67,4.33,4.67,0,0,0,0,0
5.0,5.0,4.9,5.0,5.0,0,0,0,0,0
4.66,4.24,4.44,4.35,4.27,0,0,0,0,0
4.79,4.94,4.98,4.9,4.89,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
1.0,5.0,5.0,5.0,1.0,0,0,0,0,0
4.6,4.93,4.87,4.73,4.8,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
3.93,4.53,4.8,4.8,4.4,0,0,0,0,0
5.0,4.4,4.2,4.8,4.4,0,0,0,0,0
4.0,4.75,4.5,4.25,4.5,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.91,4.97,4.97,4.7,4.76,0,0,0,0,0
5.0,4.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.33,4.83,4.46,4.6,4.06,0,0,0,0,0
4.94,5.0,5.0,4.94,4.94,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.84,5.0,5.0,4.66,4.85,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.7,4.48,4.7,4.83,4.5,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.62,4.97,4.94,4.74,4.74,0,0,0,0,0
4.83,4.52,4.68,4.63,4.58,0,0,0,0,0
4.33,5.0,5.0,5.0,4.33,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.41,4.94,4.82,5.0,4.71,0,0,0,0,0
5.0,4.67,5.0,4.67,5.0,0,0,0,0,0
4.71,5.0,4.64,4.79,4.86,0,0,0,0,0
4.75,4.25,5.0,4.25,4.75,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,4.67,4.83,5.0,4.83,0,0,0,0,0
4.67,5.0,5.0,4.5,5.0,0,0,0,0,0
4.6,5.0,5.0,5.0,5.0,0,0,0,0,0
4.65,4.75,4.89,4.82,4.68,0,0,0,0,0
4.89,4.75,4.79,4.79,4.68,0,0,0,0,0
4.59,4.86,4.8,4.7,4.63,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.56,4.89,4.78,5.0,4.78,0,0,0,0,0
4.99,4.99,4.99,4.67,4.88,0,0,0,0,0
4.94,4.97,5.0,4.86,4.97,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,4.88,4.92,0,0,0,0,0
4.89,4.87,4.87,4.74,4.81,0,0,0,0,0
4.89,4.94,4.9,4.74,4.83,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
1.0,5.0,5.0,4.0,2.0,0,0,0,0,0
4.5,2.0,2.5,5.0,4.0,0,0,0,0,0
2.8,5.0,5.0,4.4,4.2,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.5,4.92,4.96,4.5,4.79,0,0,0,0,0
4.93,4.93,4.91,4.77,4.88,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.47,4.27,4.47,4.93,4.27,0,0,0,0,0
5.0,4.91,4.95,4.86,4.64,0,0,0,0,0
4.88,5.0,5.0,4.94,4.81,0,0,0,0,0
4.0,5.0,5.0,5.0,4.0,0,0,0,0,0
4.74,4.44,4.81,4.78,4.76,0,0,0,0,0
4.5,5.0,5.0,4.0,5.0,0,0,0,0,0
3.0,5.0,5.0,3.5,4.0,0,0,0,0,0
4.94,4.78,4.53,4.72,4.41,0,0,0,0,0
4.54,4.69,4.77,5.0,4.77,0,0,0,0,0
4.57,4.91,4.93,4.89,4.74,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.8,5.0,5.0,5.0,5.0,0,0,0,0,0
4.98,4.95,4.98,4.93,5.0,0,0,0,0,0
5.0,5.0,5.0,3.0,5.0,0,0,0,0,0
4.83,5.0,4.89,4.94,4.89,0,0,0,0,0
4.5,5.0,4.5,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.96,5.0,5.0,4.89,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.5,5.0,5.0,4.83,4.83,0,0,0,0,0
4.7,4.82,4.88,4.96,4.71,0,0,0,0,0
4.88,5.0,5.0,5.0,5.0,0,0,0,0,0
4.24,4.91,5.0,4.79,4.64,0,0,0,0,0
4.44,4.89,4.78,5.0,4.56,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.67,5.0,5.0,4.67,4.5,0,0,0,0,0
4.38,4.77,4.54,4.38,4.15,0,0,0,0,0
4.55,5.0,5.0,4.45,4.64,0,0,0,0,0
4.0,5.0,4.67,4.67,4.67,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
3.79,4.86,4.93,4.93,4.43,0,0,0,0,0
4.77,4.68,4.95,4.64,4.77,0,0,0,0,0
4.86,4.95,4.97,4.9,4.95,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.65,4.61,4.55,4.81,4.45,0,0,0,0,0
4.56,4.72,5.0,5.0,4.44,0,0,0,0,0
4.71,4.95,5.0,4.76,4.62,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.88,4.88,5.0,4.75,4.94,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.96,4.99,4.97,4.9,4.95,0,0,0,0,0
4.57,4.86,5.0,4.57,4.86,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.0,5.0,5.0,4.0,4.0,0,0,0,0,0
4.33,5.0,5.0,4.44,4.67,0,0,0,0,0
3.6,5.0,5.0,5.0,4.4,0,0,0,0,0
4.7,4.95,4.91,4.82,4.77,0,0,0,0,0
4.89,4.97,4.97,4.97,4.97,0,0,0,0,0
4.2,4.3,4.54,4.92,4.06,0,0,0,0,0
4.74,4.94,4.87,4.71,4.84,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.97,4.94,4.97,4.75,4.9,0,0,0,0,0
4.74,4.95,4.75,4.45,4.72,0,0,0,0,0
4.93,4.91,4.85,4.78,4.8,0,0,0,0,0
4.92,5.0,5.0,4.85,4.77,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.75,4.94,5.0,4.83,4.78,0,0,0,0,0
4.76,4.59,3.94,4.71,4.35,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.67,4.67,4.83,4.83,4.67,0,0,0,0,0
2.5,4.0,4.0,3.5,3.5,0,0,0,0,0
4.88,5.0,5.0,4.33,4.6,0,0,0,0,0
4.0,4.8,4.8,4.5,4.2,0,0,0,0,0
4.61,4.58,4.75,4.89,4.61,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.59,4.56,4.64,4.77,4.31,0,0,0,0,0
4.78,4.94,5.0,4.83,4.78,0,0,0,0,0
3.5,4.67,4.83,4.17,4.5,0,0,0,0,0
5.0,5.0,5.0,4.5,4.0,0,0,0,0,0
4.87,4.49,4.63,4.74,4.62,0,0,0,0,0
3.5,5.0,5.0,4.5,3.5,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,4.8,5.0,0,0,0,0,0
5.0,5.0,5.0,4.86,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.64,4.91,5.0,4.82,4.91,0,0,0,0,0
4.92,4.85,5.0,4.92,4.85,0,0,0,0,0
2.6,4.0,4.6,4.2,3.6,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.88,4.95,4.96,4.78,4.9,0,0,0,0,0
3.0,5.0,4.0,5.0,4.0,0,0,0,0,0
4.0,4.8,4.8,4.2,4.4,0,0,0,0,0
5.0,5.0,4.67,5.0,4.67,0,0,0,0,0
4.6,4.8,5.0,4.6,4.7,0,0,0,0,0
4.67,5.0,5.0,4.67,4.67,0,0,0,0,0
4.75,5.0,5.0,5.0,4.75,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.85,4.84,4.92,4.9,4.82,0,0,0,0,0
4.78,4.86,4.83,4.9,4.85,0,0,0,0,0
4.83,4.78,4.61,4.33,4.44,0,0,0,0,0
4.8,4.93,4.75,4.78,4.81,0,0,0,0,0
4.88,4.71,4.83,4.96,4.83,0,0,0,0,0
5.0,5.0,5.0,4.67,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.86,4.98,4.99,4.86,4.95,0,0,0,0,0
3.0,4.5,4.5,4.5,3.5,0,0,0,0,0
4.71,4.57,4.5,4.57,4.43,0,0,0,0,0
3.69,4.62,5.0,4.69,4.0,0,0,0,0,0
4.5,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,4.96,5.0,4.91,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,4.75,4.83,0,0,0,0,0
4.7,4.8,4.6,4.6,4.8,0,0,0,0,0
4.31,4.85,4.85,4.38,4.46,0,0,0,0,0
4.93,4.53,4.8,4.93,4.67,0,0,0,0,0
5.0,5.0,5.0,4.83,4.83,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.5,3.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,4.33,4.33,4.33,4.67,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.98,5.0,5.0,4.78,4.83,0,0,0,0,0
2.5,4.5,4.5,4.0,3.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,4.71,4.97,0,0,0,0,0
4.63,4.87,4.66,4.89,4.5,0,0,0,0,0
4.5,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.67,5.0,4.67,4.67,5.0,0,0,0,0,0
4.57,5.0,5.0,4.86,4.57,0,0,0,0,0
4.78,4.94,4.87,4.77,4.71,0,0,0,0,0
4.5,4.93,5.0,4.64,4.86,0,0,0,0,0
4.77,4.65,4.79,4.81,4.65,0,0,0,0,0
5.0,5.0,5.0,4.8,5.0,0,0,0,0,0
4.96,4.98,4.96,4.96,4.96,0,0,0,0,0
4.75,5.0,5.0,4.5,4.5,0,0,0,0,0
4.8,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,4.4,4.6,4.6,4.8,0,0,0,0,0
4.97,4.97,4.94,4.81,4.87,0,0,0,0,0
4.6,5.0,5.0,4.6,4.8,0,0,0,0,0
5.0,5.0,5.0,4.91,5.0,0,0,0,0,0
4.0,4.89,5.0,5.0,4.67,0,0,0,0,0
4.18,4.18,4.55,4.64,4.18,0,0,0,0,0
4.83,5.0,5.0,5.0,4.67,0,0,0,0,0
4.43,4.57,4.43,4.43,4.29,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
3.0,5.0,5.0,4.5,4.0,0,0,0,0,0
4.78,4.78,4.89,4.78,4.78,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.77,4.69,4.62,5.0,4.62,0,0,0,0,0
4.75,5.0,5.0,4.75,4.88,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,4.95,4.9,4.95,0,0,0,0,0
5.0,5.0,5.0,4.8,5.0,0,0,0,0,0
4.5,4.5,5.0,5.0,5.0,0,0,0,0,0
4.33,4.61,4.44,4.56,4.11,0,0,0,0,0
4.54,4.79,4.5,4.67,4.29,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.86,5.0,4.93,5.0,4.86,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.43,4.14,4.29,4.29,4.0,0,0,0,0,0
3.71,4.86,4.43,4.43,3.29,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
