review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_cleanlinessnan,review_scores_checkinnan,review_scores_communicationnan,review_scores_locationnan,review_scores_ratingnan
4.96,4.89,4.9,4.97,4.95,0,0,0,0,0
4.96,4.96,4.96,4.99,4.9,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.86,4.93,4.93,4.57,4.86,0,0,0,0,0
5.0,5.0,5.0,4.9,4.8,0,0,0,0,0
4.1,4.8,4.9,4.7,4.48,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.92,4.69,5.0,4.38,4.92,0,0,0,0,0
4.5,4.83,4.67,4.67,4.33,0,0,0,0,0
4.73,4.92,4.96,4.64,4.69,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.51,4.58,4.43,4.59,4.25,0,0,0,0,0
4.95,4.89,4.95,4.74,4.95,0,0,0,0,0
4.99,4.95,4.96,4.59,4.95,0,0,0,0,0
4.97,4.93,4.98,4.68,4.89,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.0,4.0,4.0,4.5,4.0,0,0,0,0,0
4.6,4.89,5.0,4.63,4.5,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.0,5.0,5.0,5.0,4.5,0,0,0,0,0
4.91,4.92,4.87,4.92,4.81,0,0,0,0,0
4.98,4.91,4.91,4.77,4.93,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.45,4.73,4.73,4.55,4.27,0,0,0,0,0
5.0,5.0,4.89,4.89,4.78,0,0,0,0,0
3.67,4.67,4.67,4.83,4.17,0,0,0,0,0
4.8,4.9,5.0,5.0,4.8,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.9,4.66,4.64,4.99,4.74,0,0,0,0,0
4.93,4.97,4.96,4.69,4.91,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.67,4.73,4.87,4.67,4.6,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.76,4.82,4.92,4.81,4.75,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,4.92,5.0,4.85,4.85,0,0,0,0,0
4.44,5.0,4.89,4.88,4.67,0,0,0,0,0
4.83,5.0,5.0,4.83,4.33,0,0,0,0,0
4.69,4.88,4.81,4.77,4.58,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.2,5.0,4.8,4.8,5.0,0,0,0,0,0
4.75,5.0,5.0,4.5,4.25,0,0,0,0,0
4.82,5.0,5.0,4.67,4.89,0,0,0,0,0
2.5,5.0,5.0,4.0,3.5,0,0,0,0,0
4.19,4.72,4.77,4.83,4.35,0,0,0,0,0
5.0,5.0,5.0,4.67,5.0,0,0,0,0,0
4.84,4.95,4.96,4.73,4.92,0,0,0,0,0
4.93,4.95,4.98,4.8,4.93,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,5.0,1,1,1,1,0
4.5,5.0,5.0,4.5,5.0,0,0,0,0,0
2.0,4.5,4.0,4.5,2.5,0,0,0,0,0
5.0,4.89,4.89,4.78,4.89,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.4,4.6,4.6,3.8,4.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.75,5.0,5.0,4.75,4.75,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.0,4.78,4.76,4.16,4.29,0,0,0,0,0
4.65,4.57,4.18,4.78,4.32,0,0,0,0,0
4.97,4.96,4.97,4.61,4.91,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.84,4.89,5.0,4.95,4.95,0,0,0,0,0
4.94,5.0,5.0,4.76,5.0,0,0,0,0,0
4.88,4.98,4.98,4.73,4.91,0,0,0,0,0
4.67,5.0,5.0,4.89,4.89,0,0,0,0,0
4.93,4.96,4.93,4.93,4.93,0,0,0,0,0
4.52,4.96,5.0,4.91,4.87,0,0,0,0,0
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
5.0,4.96,4.96,4.86,4.96,0,0,0,0,0
5.0,5.0,5.0,5.0,4.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.92,4.87,4.89,4.49,4.83,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,4.77,5.0,0,0,0,0,0
4.23,4.54,4.85,4.69,4.38,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.33,5.0,5.0,4.83,4.83,0,0,0,0,0
4.64,4.8,5.0,4.9,4.91,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.96,4.99,4.98,4.75,4.96,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,4.8,0,0,0,0,0
4.19,4.67,4.81,4.79,4.37,0,0,0,0,0
5.0,4.89,4.92,4.92,4.94,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.9,4.94,4.91,4.91,4.85,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.5,5.0,5.0,4.75,4.5,0,0,0,0,0
3.75,4.5,4.75,4.5,4.25,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.83,4.9,4.91,4.83,4.83,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
3.67,4.67,5.0,5.0,4.33,0,0,0,0,0
5.0,5.0,5.0,4.0,4.0,0,0,0,0,0
5.0,5.0,5.0,4.78,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.69,4.71,4.74,4.92,4.57,0,0,0,0,0
4.74,4.65,4.77,4.33,4.76,0,0,0,0,0
4.79,4.54,4.59,4.85,4.58,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.92,4.92,4.92,4.42,4.83,0,0,0,0,0
4.98,4.95,4.94,4.61,4.88,0,0,0,0,0
4.8,4.98,5.0,4.94,4.84,0,0,0,0,0
4.99,4.93,4.96,4.91,4.98,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.0,3.0,4.0,4.0,3.0,0,0,0,0,0
4.0,5.0,4.5,3.5,4.0,0,0,0,0,0
4.54,4.87,4.86,4.58,4.63,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.22,4.64,4.87,4.23,4.35,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,4.98,4.76,4.93,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,4.74,4.74,4.53,4.58,0,0,0,0,0
5.0,4.67,4.67,4.67,5.0,0,0,0,0,0
4.63,4.45,4.62,4.68,4.23,0,0,0,0,0
4.96,4.87,4.93,4.73,4.83,0,0,0,0,0
4.67,4.92,5.0,4.58,4.58,0,0,0,0,0
4.89,4.92,4.96,4.81,4.9,0,0,0,0,0
4.88,4.63,4.75,4.75,4.63,0,0,0,0,0
4.81,5.0,5.0,4.56,4.85,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.9,4.92,4.98,4.9,4.93,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.67,5.0,5.0,4.89,4.56,0,0,0,0,0
4.82,4.91,4.91,4.45,4.73,0,0,0,0,0
5.0,5.0,5.0,4.75,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.8,5.0,5.0,4.4,4.8,0,0,0,0,0
4.4,5.0,5.0,4.4,4.4,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.55,4.92,4.93,4.51,4.67,0,0,0,0,0
4.5,5.0,5.0,4.88,4.88,0,0,0,0,0
5.0,4.92,4.98,4.7,4.95,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,4.5,5.0,0,0,0,0,0
5.0,3.0,4.0,4.0,3.0,0,0,0,0,0
5.0,4.0,5.0,5.0,5.0,0,0,0,0,0
4.75,4.94,5.0,4.76,4.59,0,0,0,0,0
4.5,5.0,5.0,4.0,4.5,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.25,4.75,4.75,4.0,4.5,0,0,0,0,0
4.5,5.0,5.0,5.0,4.83,0,0,0,0,0
4.91,4.95,4.94,4.54,4.83,0,0,0,0,0
4.76,4.59,4.71,4.57,4.29,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.5,5.0,5.0,4.5,4.5,0,0,0,0,0
5.0,4.67,4.83,4.83,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.8,4.6,5.0,4.8,4.8,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,4.98,4.98,4.91,4.96,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.75,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.95,4.95,5.0,4.75,4.91,0,0,0,0,0
4.2,4.67,4.56,4.87,4.3,0,0,0,0,0
4.71,4.96,4.95,4.56,4.8,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.76,4.84,5.0,4.44,4.84,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.96,4.82,4.9,4.68,4.89,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
3.63,4.63,4.75,4.88,4.25,0,0,0,0,0
4.89,4.95,4.94,4.65,4.88,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.74,4.96,4.93,4.96,4.7,0,0,0,0,0
4.5,4.97,4.78,4.9,4.72,0,0,0,0,0
4.88,4.91,4.93,4.97,4.8,0,0,0,0,0
4.92,4.91,4.94,4.29,4.82,0,0,0,0,0
4.7,4.81,4.85,4.7,4.59,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.79,4.89,4.89,4.51,4.68,0,0,0,0,0
4.13,4.72,4.62,4.66,4.32,0,0,0,0,0
4.76,4.94,4.93,4.52,4.62,0,0,0,0,0
4.86,4.94,4.93,4.58,4.73,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,4.92,5.0,4.69,4.86,0,0,0,0,0
5.0,5.0,5.0,4.6,5.0,0,0,0,0,0
4.91,5.0,5.0,4.9,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.25,5.0,5.0,4.75,4.75,0,0,0,0,0
4.57,4.88,4.86,4.8,4.61,0,0,0,0,0
4.84,4.85,4.77,4.29,4.47,0,0,0,0,0
4.65,4.85,5.0,4.94,4.76,0,0,0,0,0
4.85,4.89,4.85,4.95,4.9,0,0,0,0,0
3.29,4.29,4.29,4.57,3.71,0,0,0,0,0
4.98,4.98,4.99,4.92,4.94,0,0,0,0,0
4.72,4.8,4.92,4.93,4.58,0,0,0,0,0
3.0,4.67,4.33,3.67,3.67,0,0,0,0,0
4.0,4.67,4.67,5.0,4.33,0,0,0,0,0
4.1,4.71,4.67,4.52,4.0,0,0,0,0,0
4.68,4.95,5.0,4.58,4.89,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,4.5,0,0,0,0,0
4.8,4.91,4.83,4.88,4.7,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
5.0,4.88,5.0,4.88,4.88,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
3.0,5.0,5.0,5.0,5.0,0,0,0,0,0
2.0,4.0,3.0,4.0,3.0,0,0,0,0,0
4.29,4.32,4.46,4.43,4.24,0,0,0,0,0
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0
4.76,4.91,4.92,4.52,4.73,0,0,0,0,0
4.54,5.0,5.0,5.0,4.54,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.92,4.96,4.93,4.92,4.9,0,0,0,0,0
4.33,4.67,5.0,4.0,4.67,0,0,0,0,0
5.0,5.0,5.0,5.0,4.86,0,0,0,0,0
4.9,4.86,4.93,4.79,4.9,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.5,5.0,5.0,4.5,4.75,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,4.0,4.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.73,4.98,4.98,4.84,4.88,0,0,0,0,0
4.76,4.82,4.73,4.63,4.68,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.41,4.81,4.95,5.0,4.55,0,0,0,0,0
3.5,5.0,4.75,4.6,4.2,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,4.5,4.5,0,0,0,0,0
4.55,4.89,4.83,4.77,4.55,0,0,0,0,0
5.0,5.0,4.6,4.8,4.6,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.8,4.94,5.0,4.8,4.71,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.82,4.95,4.86,4.5,4.64,0,0,0,0,0
4.15,4.92,5.0,4.44,4.54,0,0,0,0,0
4.63,4.82,4.83,4.55,4.47,0,0,0,0,0
4.83,5.0,4.95,4.75,4.9,0,0,0,0,0
4.79,4.68,4.89,4.42,4.47,0,0,0,0,0
4.89,4.99,4.99,4.7,4.88,0,0,0,0,0
5.0,5.0,5.0,4.5,5.0,0,0,0,0,0
4.99,4.98,4.95,4.93,4.95,0,0,0,0,0
5.0,5.0,5.0,4.33,4.33,0,0,0,0,0
5.0,4.98,5.0,4.73,4.97,0,0,0,0,0
3.83,4.17,4.33,4.33,4.0,0,0,0,0,0
4.57,4.86,4.57,4.57,4.71,0,0,0,0,0
4.0,4.0,5.0,5.0,5.0,0,0,0,0,0
4.83,4.83,4.83,4.83,4.67,0,0,0,0,0
4.89,4.9,4.92,4.65,4.84,0,0,0,0,0
4.85,4.83,4.92,4.69,4.85,0,0,0,0,0
4.0,4.0,4.5,4.5,4.0,0,0,0,0,0
4.97,4.99,4.97,4.85,4.97,0,0,0,0,0
4.79,4.93,4.92,4.43,4.81,0,0,0,0,0
5.0,5.0,4.86,5.0,5.0,0,0,0,0,0
4.88,4.93,4.9,4.76,4.83,0,0,0,0,0
4.96,5.0,4.98,4.78,5.0,0,0,0,0,0
4.98,4.96,4.94,4.8,4.91,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.93,4.93,5.0,4.71,4.64,0,0,0,0,0
3.4,4.0,4.0,4.4,3.6,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
5.0,4.67,5.0,5.0,4.67,0,0,0,0,0
4.59,4.89,4.97,4.57,4.68,0,0,0,0,0
4.5,5.0,5.0,5.0,5.0,0,0,0,0,0
4.86,4.9,4.88,4.79,4.69,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,4.75,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.95,5.0,5.0,4.75,4.96,0,0,0,0,0
4.14,4.73,4.55,4.77,4.23,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.56,4.72,4.79,4.68,4.58,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
3.6,5.0,5.0,5.0,4.6,0,0,0,0,0
2.0,5.0,5.0,5.0,3.5,0,0,0,0,0
3.75,5.0,4.75,4.5,4.5,0,0,0,0,0
4.71,4.67,5.0,4.83,4.86,0,0,0,0,0
4.4,4.6,4.4,4.8,4.6,0,0,0,0,0
4.8,4.8,5.0,4.8,4.8,0,0,0,0,0
4.89,4.82,4.82,4.85,4.75,0,0,0,0,0
4.47,4.6,4.93,4.4,4.4,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.75,4.96,4.98,4.94,4.84,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.75,5.0,5.0,5.0,5.0,0,0,0,0,0
4.71,4.56,4.82,4.87,4.61,0,0,0,0,0
4.92,4.97,4.97,4.83,4.87,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.65,4.95,4.85,4.58,4.8,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.0,5.0,5.0,5.0,4.5,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.67,3.67,4.33,4.67,4.67,0,0,0,0,0
4.84,4.94,4.94,4.63,4.92,0,0,0,0,0
5.0,4.97,4.99,4.96,4.97,0,0,0,0,0
4.86,4.95,5.0,4.7,4.9,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
2.43,3.86,3.71,4.29,3.0,0,0,0,0,0
1.83,3.5,3.17,3.83,1.83,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.32,4.59,4.63,4.75,4.48,0,0,0,0,0
4.75,5.0,5.0,5.0,5.0,0,0,0,0,0
4.91,4.88,4.86,4.79,4.84,0,0,0,0,0
4.71,4.97,4.97,4.91,4.85,0,0,0,0,0
4.32,4.91,4.82,4.64,4.55,0,0,0,0,0
4.96,4.96,4.9,4.68,4.93,0,0,0,0,0
4.99,4.99,4.99,4.83,4.95,0,0,0,0,0
4.69,4.89,4.9,4.51,4.59,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,4.5,4.5,4.5,5.0,0,0,0,0,0
4.75,4.75,4.75,4.5,5.0,0,0,0,0,0
5.0,5.0,5.0,4.8,4.8,0,0,0,0,0
4.42,4.83,4.67,4.67,4.58,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.91,4.82,4.91,4.55,4.82,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
3.38,4.25,4.25,4.0,3.75,0,0,0,0,0
4.41,4.98,4.93,4.6,4.61,0,0,0,0,0
5.0,5.0,4.95,4.62,4.48,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.33,4.67,5.0,4.33,4.33,0,0,0,0,0
4.95,4.92,4.96,4.51,4.92,0,0,0,0,0
4.67,5.0,5.0,4.83,4.83,0,0,0,0,0
5.0,5.0,5.0,5.0,4.75,0,0,0,0,0
4.62,4.8,4.77,4.67,4.49,0,0,0,0,0
4.78,4.89,4.89,4.8,4.78,0,0,0,0,0
4.87,4.96,4.87,4.91,4.78,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.92,4.93,4.94,4.99,4.82,0,0,0,0,0
5.0,5.0,5.0,4.88,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.96,4.99,4.96,4.97,4.97,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.34,4.74,4.8,4.77,4.49,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.0,5.0,5.0,4.0,4.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.67,4.8,4.84,4.48,4.61,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.77,4.94,4.84,4.52,4.74,0,0,0,0,0
4.48,4.72,4.76,4.72,4.36,0,0,0,0,0
5.0,5.0,4.9,4.7,4.73,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,0.0,1,1,1,1,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.8,5.0,5.0,4.8,4.8,0,0,0,0,0
4.53,4.87,4.93,4.91,4.6,0,0,0,0,0
5.0,4.75,4.75,4.75,4.25,0,0,0,0,0
4.73,5.0,5.0,4.91,4.82,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.78,4.8,4.91,4.9,4.81,0,0,0,0,0
3.0,5.0,3.0,4.0,3.5,0,0,0,0,0
4.78,4.91,4.83,4.8,4.57,0,0,0,0,0
4.48,4.95,4.89,4.89,4.86,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
4.82,5.0,5.0,5.0,4.93,0,0,0,0,0
4.0,5.0,4.5,4.0,4.5,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.91,4.97,4.99,4.78,4.95,0,0,0,0,0
3.83,4.83,4.83,4.33,4.17,0,0,0,0,0
4.53,4.56,4.53,4.67,4.63,0,0,0,0,0
4.96,4.91,5.0,4.5,4.91,0,0,0,0,0
3.0,4.67,4.0,3.0,2.67,0,0,0,0,0
4.75,4.87,4.95,4.55,4.73,0,0,0,0,0
4.95,5.0,5.0,4.81,4.95,0,0,0,0,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0
4.89,4.93,4.91,4.71,4.78,0,0,0,0,0
4.89,4.9,4.93,4.86,4.73,0,0,0,0,0
4.646681938325982,4.831069160197588,4.849166372929133,4.73150141143259,4.549229847680984,1,1,1,1,1
