last_scraped,description,neighborhood_overview,host_id,host_name,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_l30d,first_review,review_scores_rating,review_scores_accuracy,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,bedroomsnan,bedsnan,review_scores_ratingnan
1.0,1.0,0.0,0.0050297933950562,1.0,0.5,0.0,0.75,0.2,1.0,1.0,0.9047619047619048,0.0005216484089723,0.5454545454545454,1.0,0.5,0.3,1.0,0.3132222058317211,0.5081673855189486,0.1,0.3333333333333333,0.1875,0.4444444444444444,0.0,0.08,0.0108153078202995,0.0008896797153024,0.0008896797153024,0.0013002600520104,1.0,1.0,1.0,1.0,0.2465753424657534,1.0,0.3983471074380165,0.0,0.0,0.99,0.988,0.986,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0017621120688859,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5909090909090909,1.0,0.5,0.3,1.0,0.4472390224713649,0.5811691291181038,0.1,0.3333333333333333,0.1875,0.1111111111111111,0.0,0.08,0.016638935108153,0.0008896797153024,0.0008896797153024,0.002000400080016,1.0,0.2,0.4833333333333333,0.3222222222222222,0.0794520547945205,1.0,0.3950413223140496,0.0,0.0,0.9220000000000002,0.958,0.9220000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0017621120688859,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5909090909090909,1.0,0.5,0.3,1.0,0.4472390224713649,0.5811691291181038,0.1,0.3333333333333333,0.125,0.1111111111111111,0.1666666666666666,0.04,0.016638935108153,0.0008896797153024,0.0008896797153024,0.002000400080016,1.0,0.2,0.6,0.5444444444444445,0.8876712328767123,1.0,0.2694214876033057,0.0,0.0,0.914,0.944,0.924,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0053363323786087,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.5,0.1904761904761904,0.0010432968179447,0.3636363636363636,1.0,0.5,1.0,0.3333333333333333,0.5364114667846707,0.5948196751399468,0.5,0.3333333333333333,0.25,0.3333333333333333,0.0,0.12,0.935108153078203,0.0,0.0,0.1124224844968993,1.0,0.9666666666666668,0.9666666666666668,0.977777777777778,0.9945205479452056,1.0,0.3570247933884297,0.0121951219512195,0.0,0.8260000000000001,0.924,0.8320000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0054751745987004,1.0,0.8333333333333333,0.0,0.25,0.4,1.0,1.0,1.0,0.0005216484089723,0.1818181818181818,1.0,1.0,1.0,0.3333333333333333,0.4835767320647051,0.5471001192988876,0.7000000000000001,1.0,0.375,0.5555555555555556,0.1666666666666666,0.12,0.302828618968386,0.0053380782918149,0.0053380782918149,0.0364072814562912,1.0,1.0,1.0,1.0,1.0,1.0,0.0066115702479338,0.0,0.0,0.8,0.8,0.8500000000000001,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0050509082003492,1.0,0.6666666666666666,0.0,0.0,0.4,0.375,0.5,0.1904761904761904,0.0010432968179447,0.5909090909090909,1.0,0.5,0.2,0.0,0.3568127059054973,0.0847710379003388,0.1,0.3333333333333333,0.3125,0.5555555555555556,0.0833333333333333,0.12,0.016638935108153,0.0,0.0,0.1124224844968993,1.0,0.8,0.7666666666666666,0.788888888888889,0.8410958904109589,1.0,0.3388429752066115,0.0,0.0,0.936,0.962,0.9380000000000002,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0050386743421491,1.0,0.5,0.0,0.5,0.4,0.625,1.0,1.0,0.0020865936358894,0.4090909090909091,1.0,0.5,0.3,1.0,0.3618650735113249,0.5292649353032939,0.5,1.0,0.1875,1.0,0.0,0.04,0.9342762063227954,0.0008896797153024,0.0008896797153024,0.1123224644928985,1.0,0.7333333333333333,0.5666666666666667,0.7111111111111111,0.4027397260273972,1.0,0.6132231404958678,0.0,0.0,0.96,0.982,0.936,0.0,0.0714285714285714,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0055995127349623,1.0,0.5,0.0,0.0,0.4,0.875,0.5,0.7142857142857142,0.001564945226917,0.8636363636363636,1.0,0.5,0.6000000000000001,1.0,0.3421350248316059,0.5158759291548112,0.5,1.0,0.25,1.0,0.0,0.08,0.0490848585690515,0.0008896797153024,0.0017793594306049,0.1124224844968993,1.0,0.5666666666666667,0.5833333333333334,0.6333333333333333,0.6931506849315069,1.0,0.8446280991735537,0.0365853658536585,0.0,0.98,0.988,0.954,0.0,0.0238095238095238,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0040133736333903,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.1904761904761904,0.0005216484089723,0.5454545454545454,1.0,0.5,1.0,1.0,0.3332595761420123,0.5743323850601065,0.3,0.3333333333333333,0.125,1.0,0.0,0.08,0.935108153078203,0.0,0.0,0.1124224844968993,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.96,0.98,0.944,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,0.0069539425134538,1.0,0.5,0.0,0.5,0.4,0.5,0.5,0.0,0.0010432968179447,0.2272727272727273,1.0,1.0,1.0,1.0,0.3827752372523036,0.493897402954941,0.1,0.3333333333333333,0.125,0.4444444444444444,0.0,0.04,0.0049916805324459,0.0008896797153024,0.0008896797153024,0.0006001200240048,1.0,0.0,0.0,0.0555555555555555,0.7671232876712328,1.0,0.3173553719008264,0.0,0.0,0.994,0.994,0.986,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0050509082003492,1.0,0.6666666666666666,0.0,0.0,0.4,0.375,0.5,0.1904761904761904,0.0010432968179447,0.5909090909090909,1.0,0.5,1.0,0.0,0.3519939027388545,0.0854593007249704,0.1,0.3333333333333333,0.0625,0.4444444444444444,0.0,0.04,0.016638935108153,0.0,0.0,0.002000400080016,1.0,0.8666666666666667,0.8166666666666667,0.8222222222222223,0.8575342465753425,1.0,0.0363636363636363,0.024390243902439,0.0,0.972,0.99,0.934,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0015693160224963,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.1904761904761904,0.0005216484089723,0.5454545454545454,1.0,0.5,0.2,1.0,0.3387913654914598,0.4967192805359257,1.0,1.0,0.25,0.7777777777777777,0.0833333333333333,0.08,0.935108153078203,0.0008896797153024,0.0008896797153024,0.1124224844968993,1.0,0.0,0.0,0.0,0.0,1.0,0.1008264462809917,0.0,0.0,0.964,0.978,0.94,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0076421159354386,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0005216484089723,0.5454545454545454,1.0,0.5,1.0,1.0,0.3402419235875413,0.4892860420299154,0.7000000000000001,1.0,0.125,1.0,0.0,0.04,0.0490848585690515,0.0053380782918149,0.0053380782918149,0.0059011802360472,1.0,0.0,0.0,0.0,0.0,1.0,0.2611570247933884,0.0,0.0,0.9,0.92,0.91,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0077132976286259,1.0,0.8333333333333333,0.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.0010432968179447,0.6363636363636364,1.0,0.5,0.6000000000000001,1.0,0.3341446624379216,0.4716206295310634,0.3,0.3333333333333333,0.125,1.0,0.0,0.04,0.935108153078203,0.0008896797153024,0.0008896797153024,0.1124224844968993,1.0,0.0,0.0,0.0,0.0,1.0,0.0760330578512396,0.0,0.0,0.906,0.956,0.912,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0078032385546483,1.0,0.8333333333333333,0.0,0.0,0.4,0.5,0.5,0.7619047619047619,0.0010432968179447,0.4090909090909091,1.0,0.5,0.6000000000000001,1.0,0.3357673206470792,0.5091080113792792,0.7000000000000001,1.0,0.25,1.0,0.0833333333333333,0.12,0.1239600665557404,0.0008896797153024,0.0008896797153024,0.0149029805961192,1.0,0.4333333333333333,0.6666666666666666,0.7333333333333334,0.8027397260273973,1.0,0.7884297520661157,0.0365853658536585,0.0,0.96,0.966,0.932,0.0,0.0476190476190476,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0084894148608535,1.0,0.8333333333333333,0.0,0.0,0.4,0.375,0.5,1.0,0.0010432968179447,0.5454545454545454,1.0,0.5,0.2,0.6666666666666666,0.2117323105669584,0.5550380838762958,0.5,1.0,0.25,0.5555555555555556,0.0833333333333333,0.08,0.14891846921797,0.0035587188612099,0.0035587188612099,0.0179035807161432,1.0,0.0,0.3833333333333333,0.5888888888888889,0.8931506849315068,1.0,0.3471074380165289,0.0,0.0,0.98,0.986,0.956,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0078051722699269,1.0,0.5,0.0,0.0,0.4,0.375,0.5,0.1904761904761904,0.0010432968179447,0.5454545454545454,1.0,0.5,0.6000000000000001,0.6666666666666666,0.1786153316615184,0.8256171423327512,0.5,1.0,0.125,0.4444444444444444,0.0,0.08,0.935108153078203,0.0008896797153024,0.0008896797153024,0.1124224844968993,1.0,0.1,0.2666666666666666,0.5111111111111112,0.8794520547945206,1.0,0.4578512396694215,0.024390243902439,0.0,0.924,0.958,0.9300000000000002,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0086514202101147,1.0,0.6666666666666666,0.0,1.0,1.0,0.375,1.0,0.1904761904761904,0.001564945226917,0.4090909090909091,1.0,0.5,0.6000000000000001,0.6666666666666666,0.1240841815410362,0.4524639809121762,0.1,0.3333333333333333,0.125,0.2222222222222222,0.0,0.12,0.935108153078203,0.0008896797153024,0.0008896797153024,0.1124224844968993,1.0,1.0,1.0,1.0,1.0,1.0,0.0446280991735537,0.0,0.0,0.94,0.9300000000000002,0.884,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0086514202101147,1.0,0.6666666666666666,0.0,1.0,1.0,0.375,1.0,0.1904761904761904,0.001564945226917,0.4090909090909091,1.0,0.5,1.0,0.6666666666666666,0.1234941240104205,0.4514545287693838,1.0,1.0,0.625,0.5555555555555556,0.0,0.4,0.935108153078203,0.0008896797153024,0.0008896797153024,0.1124224844968993,1.0,0.0,0.0,0.0,0.0,1.0,0.0016528925619834,0.0,0.0,1.0,1.0,1.0,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0090515139482431,1.0,0.8333333333333333,1.0,0.0,0.4,0.5,0.5,0.1904761904761904,0.0,0.5909090909090909,1.0,0.5,0.2,0.3333333333333333,0.918104931897517,0.8433743232082218,0.7000000000000001,1.0,0.1875,0.4444444444444444,0.0,0.12,0.935108153078203,0.0017793594306049,0.0017793594306049,0.1124224844968993,1.0,0.0,0.0,0.0333333333333333,0.7095890410958904,1.0,0.2330578512396694,0.0121951219512195,0.0,0.978,0.982,0.954,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0090526258954903,1.0,0.6666666666666666,1.0,0.5,0.4,0.375,0.5,0.0476190476190476,0.0,0.5909090909090909,1.0,0.5,0.6000000000000001,1.0,0.3967399321433618,0.5297558961181963,0.9,1.0,0.3125,0.6666666666666666,0.1666666666666666,0.2,0.14891846921797,0.0053380782918149,0.0053380782918149,0.0179035807161432,1.0,0.0,0.1166666666666666,0.0777777777777777,0.4493150684931506,1.0,0.0049586776859504,0.0,0.0,0.8660000000000001,0.8660000000000001,0.8660000000000001,0.0,0.0238095238095238,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0093736153162949,1.0,0.8333333333333333,0.0,0.75,0.2,0.5,1.0,0.4285714285714285,0.0010432968179447,0.5454545454545454,1.0,0.5,0.6000000000000001,1.0,0.3085755027781829,0.515050013765256,0.3,0.3333333333333333,0.125,0.6666666666666666,0.0,0.04,0.831946755407654,0.0008896797153024,0.0008896797153024,0.1000200040008001,1.0,0.0,0.0,0.0555555555555555,0.5013698630136987,1.0,0.543801652892562,0.0,0.0,0.918,0.94,0.916,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.003859998067699,1.0,0.5,0.0,1.0,1.0,0.375,0.5,1.0,0.0005216484089723,0.5454545454545454,1.0,0.5,1.0,0.6666666666666666,0.2131336972021529,0.5852069376892715,0.6000000000000001,1.0,0.25,0.4444444444444444,0.0833333333333333,0.04,0.3019966722129784,0.0,0.0,0.1124224844968993,1.0,0.0,0.0,0.0,0.0,1.0,0.0479338842975206,0.0,0.0,1.0,0.986,0.958,1.0,0.0238095238095238,0.0,0.0,0.0,0.0
